,IP,Time,URL,Staus,request_type
0,10.128.2.1,[29/Nov/2017:06:58:55,GET /login.php HTTP/1.1,200,GET 
1,10.128.2.1,[29/Nov/2017:06:59:02,POST /process.php HTTP/1.1,302,POST 
2,10.128.2.1,[29/Nov/2017:06:59:03,GET /home.php HTTP/1.1,200,GET 
3,10.131.2.1,[29/Nov/2017:06:59:04,GET /js/vendor/moment.min.js HTTP/1.1,200,GET 
4,10.130.2.1,[29/Nov/2017:06:59:06,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,GET 
5,10.130.2.1,[29/Nov/2017:06:59:19,GET /profile.php?user=bala HTTP/1.1,200,GET 
6,10.128.2.1,[29/Nov/2017:06:59:19,GET /js/jquery.min.js HTTP/1.1,200,GET 
7,10.131.2.1,[29/Nov/2017:06:59:19,GET /js/chart.min.js HTTP/1.1,200,GET 
8,10.131.2.1,[29/Nov/2017:06:59:30,GET /edit.php?name=bala HTTP/1.1,200,GET 
9,10.131.2.1,[29/Nov/2017:06:59:37,GET /logout.php HTTP/1.1,302,GET 
10,10.131.2.1,[29/Nov/2017:06:59:37,GET /login.php HTTP/1.1,200,GET 
11,10.130.2.1,[29/Nov/2017:07:00:19,GET /login.php HTTP/1.1,200,GET 
12,10.130.2.1,[29/Nov/2017:07:00:21,GET /login.php HTTP/1.1,200,GET 
13,10.130.2.1,[29/Nov/2017:13:31:27,GET / HTTP/1.1,302,GET 
14,10.130.2.1,[29/Nov/2017:13:31:28,GET /login.php HTTP/1.1,200,GET 
15,10.129.2.1,[29/Nov/2017:13:38:03,POST /process.php HTTP/1.1,302,POST 
16,10.131.0.1,[29/Nov/2017:13:38:04,GET /home.php HTTP/1.1,200,GET 
17,10.131.0.1,[29/Nov/2017:13:38:07,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
18,10.130.2.1,[29/Nov/2017:13:38:19,GET / HTTP/1.1,302,GET 
19,10.131.2.1,[29/Nov/2017:13:38:20,GET /login.php HTTP/1.1,200,GET 
20,10.131.2.1,[29/Nov/2017:13:38:20,GET /css/bootstrap.min.css HTTP/1.1,200,GET 
21,10.128.2.1,[29/Nov/2017:13:38:20,GET /css/font-awesome.min.css HTTP/1.1,200,GET 
22,10.131.0.1,[29/Nov/2017:13:38:20,GET /css/normalize.css HTTP/1.1,200,GET 
23,10.128.2.1,[29/Nov/2017:13:38:20,GET /css/style.css HTTP/1.1,200,GET 
24,10.131.0.1,[29/Nov/2017:13:38:20,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,GET 
25,10.129.2.1,[29/Nov/2017:13:38:20,GET /css/main.css HTTP/1.1,200,GET 
26,10.131.0.1,[29/Nov/2017:13:38:21,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,GET 
27,10.128.2.1,[29/Nov/2017:13:38:21,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,GET 
28,10.131.2.1,[29/Nov/2017:13:38:23,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,GET 
29,10.131.2.1,[29/Nov/2017:13:46:46,GET / HTTP/1.1,200,GET 
30,10.131.2.1,[29/Nov/2017:13:46:50,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
31,10.131.2.1,[29/Nov/2017:13:46:53,GET /logout.php HTTP/1.1,302,GET 
32,10.131.2.1,[29/Nov/2017:13:46:54,GET /login.php HTTP/1.1,200,GET 
33,10.131.2.1,[29/Nov/2017:13:47:04,POST /process.php HTTP/1.1,302,POST 
34,10.131.2.1,[29/Nov/2017:13:47:05,GET /login.php?value=fail HTTP/1.1,200,GET 
35,10.131.2.1,[29/Nov/2017:13:47:16,POST /process.php HTTP/1.1,302,POST 
36,10.131.2.1,[29/Nov/2017:13:47:16,GET /home.php HTTP/1.1,200,GET 
37,10.131.2.1,[29/Nov/2017:13:47:19,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
38,10.130.2.1,[29/Nov/2017:13:47:20,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
39,10.129.2.1,[29/Nov/2017:13:49:25,GET /details.php?id=44 HTTP/1.1,302,GET 
40,10.128.2.1,[29/Nov/2017:13:49:26,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
41,10.128.2.1,[29/Nov/2017:13:49:32,GET /home.php HTTP/1.1,200,GET 
42,10.128.2.1,[29/Nov/2017:13:49:34,GET /compiler.php HTTP/1.1,200,GET 
43,10.128.2.1,[29/Nov/2017:13:49:37,GET /compiler.php HTTP/1.1,200,GET 
44,10.131.2.1,[29/Nov/2017:13:51:40,GET /logout.php HTTP/1.1,302,GET 
45,10.129.2.1,[29/Nov/2017:13:51:41,GET /login.php HTTP/1.1,200,GET 
46,10.129.2.1,[29/Nov/2017:13:51:44,POST /process.php HTTP/1.1,302,POST 
47,10.131.2.1,[29/Nov/2017:13:51:44,GET /home.php HTTP/1.1,200,GET 
48,10.131.2.1,[29/Nov/2017:13:51:46,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
49,10.131.2.1,[29/Nov/2017:13:51:49,GET /details.php?id=44 HTTP/1.1,200,GET 
50,10.128.2.1,[29/Nov/2017:13:57:04,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
51,10.131.2.1,[29/Nov/2017:14:04:57,GET /details.php?id=44 HTTP/1.1,200,GET 
52,10.131.2.1,[29/Nov/2017:14:05:10,GET /contest.php HTTP/1.1,200,GET 
53,10.131.2.1,[29/Nov/2017:14:05:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
54,10.131.2.1,[29/Nov/2017:14:05:16,GET /details.php?id=46 HTTP/1.1,200,GET 
55,10.131.2.1,[29/Nov/2017:14:05:22,GET /contest.php HTTP/1.1,200,GET 
56,10.131.2.1,[29/Nov/2017:14:05:24,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
57,10.131.2.1,[29/Nov/2017:14:05:28,GET /details.php?id=42 HTTP/1.1,200,GET 
58,10.131.2.1,[29/Nov/2017:14:05:35,GET /contest.php HTTP/1.1,200,GET 
59,10.131.2.1,[29/Nov/2017:14:05:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
60,10.131.2.1,[29/Nov/2017:14:06:05,GET /details.php?id=45 HTTP/1.1,200,GET 
61,10.128.2.1,[29/Nov/2017:14:06:10,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
62,10.131.0.1,[29/Nov/2017:14:31:33,GET / HTTP/1.1,200,GET 
63,10.131.2.1,[29/Nov/2017:14:33:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
64,10.131.2.1,[29/Nov/2017:14:33:22,GET /css/bootstrap.min.css HTTP/1.1,304,GET 
65,10.128.2.1,[29/Nov/2017:14:33:22,GET /css/font-awesome.min.css HTTP/1.1,304,GET 
66,10.131.0.1,[29/Nov/2017:14:33:22,GET /css/normalize.css HTTP/1.1,304,GET 
67,10.131.2.1,[29/Nov/2017:14:33:22,GET /css/main.css HTTP/1.1,304,GET 
68,10.131.0.1,[29/Nov/2017:14:33:22,GET /css/style.css HTTP/1.1,304,GET 
69,10.128.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304,GET 
70,10.131.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304,GET 
71,10.131.2.1,[29/Nov/2017:14:33:23,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304,GET 
72,10.128.2.1,[29/Nov/2017:14:33:23,GET /js/vendor/moment.min.js HTTP/1.1,304,GET 
73,10.131.2.1,[29/Nov/2017:14:33:26,GET / HTTP/1.1,200,GET 
74,10.130.2.1,[29/Nov/2017:14:38:07,GET /compiler.php HTTP/1.1,200,GET 
75,10.130.2.1,[29/Nov/2017:14:38:08,GET /home.php HTTP/1.1,200,GET 
76,10.130.2.1,[29/Nov/2017:14:38:09,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304,GET 
77,10.130.2.1,[29/Nov/2017:14:38:13,GET /compiler.php HTTP/1.1,200,GET 
78,10.128.2.1,[29/Nov/2017:14:38:40,GET /contest.php HTTP/1.1,200,GET 
79,10.128.2.1,[29/Nov/2017:14:38:43,GET /home.php HTTP/1.1,200,GET 
80,10.129.2.1,[29/Nov/2017:14:52:51,GET /home.php HTTP/1.1,200,GET 
81,10.129.2.1,[29/Nov/2017:14:53:22,GET /compiler.php HTTP/1.1,200,GET 
82,10.129.2.1,[29/Nov/2017:14:53:24,GET /home.php HTTP/1.1,200,GET 
83,10.131.0.1,[29/Nov/2017:14:54:55,GET /home.php HTTP/1.1,200,GET 
84,10.128.2.1,[29/Nov/2017:14:55:46,GET /home.php HTTP/1.1,200,GET 
85,10.128.2.1,[29/Nov/2017:14:55:53,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200,GET 
86,10.128.2.1,[29/Nov/2017:14:55:56,GET /home.php HTTP/1.1,200,GET 
87,10.128.2.1,[29/Nov/2017:14:56:00,GET /contest.php HTTP/1.1,200,GET 
88,10.128.2.1,[29/Nov/2017:14:56:04,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
89,10.128.2.1,[29/Nov/2017:14:56:08,GET /logout.php HTTP/1.1,302,GET 
90,10.129.2.1,[29/Nov/2017:14:56:08,GET /login.php HTTP/1.1,200,GET 
91,10.129.2.1,[29/Nov/2017:14:56:17,POST /process.php HTTP/1.1,302,POST 
92,10.129.2.1,[29/Nov/2017:14:56:18,GET /home.php HTTP/1.1,200,GET 
93,10.131.0.1,[29/Nov/2017:15:00:05,GET /contest.php HTTP/1.1,200,GET 
94,10.131.2.1,[29/Nov/2017:15:00:53,GET / HTTP/1.1,200,GET 
95,10.131.2.1,[29/Nov/2017:15:00:53,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,304,GET 
96,10.131.2.1,[29/Nov/2017:15:00:55,GET /contest.php HTTP/1.1,200,GET 
97,10.131.2.1,[29/Nov/2017:15:01:00,GET /home.php HTTP/1.1,200,GET 
98,10.130.2.1,[29/Nov/2017:15:01:04,GET /contest.php HTTP/1.1,200,GET 
99,10.128.2.1,[29/Nov/2017:15:04:07,GET /contest.php HTTP/1.1,200,GET 
100,10.128.2.1,[29/Nov/2017:15:04:10,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
101,10.130.2.1,[29/Nov/2017:15:04:11,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
102,10.130.2.1,[29/Nov/2017:15:04:31,GET /contest.php HTTP/1.1,200,GET 
103,10.130.2.1,[29/Nov/2017:15:04:34,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
104,10.130.2.1,[29/Nov/2017:15:04:35,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
105,10.130.2.1,[29/Nov/2017:15:04:41,GET /home.php HTTP/1.1,200,GET 
106,10.130.2.1,[29/Nov/2017:15:05:11,GET /contest.php HTTP/1.1,200,GET 
107,10.130.2.1,[29/Nov/2017:15:05:19,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
108,10.131.2.1,[29/Nov/2017:15:05:20,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
109,10.131.2.1,[29/Nov/2017:15:05:24,GET /home.php HTTP/1.1,200,GET 
110,10.131.2.1,[29/Nov/2017:15:05:30,GET /contest.php HTTP/1.1,200,GET 
111,10.131.2.1,[29/Nov/2017:15:05:35,GET /home.php HTTP/1.1,200,GET 
112,10.128.2.1,[29/Nov/2017:15:07:26,GET /home.php HTTP/1.1,200,GET 
113,10.131.2.1,[29/Nov/2017:15:07:44,GET / HTTP/1.1,302,GET 
114,10.128.2.1,[29/Nov/2017:15:07:44,GET /login.php HTTP/1.1,200,GET 
115,10.128.2.1,[29/Nov/2017:15:07:45,GET /css/bootstrap.min.css HTTP/1.1,200,GET 
116,10.128.2.1,[29/Nov/2017:15:07:45,GET /css/font-awesome.min.css HTTP/1.1,200,GET 
117,10.131.2.1,[29/Nov/2017:15:07:45,GET /css/main.css HTTP/1.1,200,GET 
118,10.130.2.1,[29/Nov/2017:15:07:45,GET /css/normalize.css HTTP/1.1,200,GET 
119,10.131.0.1,[29/Nov/2017:15:07:45,GET /css/style.css HTTP/1.1,200,GET 
120,10.128.2.1,[29/Nov/2017:15:07:45,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,GET 
121,10.130.2.1,[29/Nov/2017:15:07:46,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,GET 
122,10.131.2.1,[29/Nov/2017:15:07:46,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,GET 
123,10.128.2.1,[29/Nov/2017:15:07:49,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,GET 
124,10.128.2.1,[29/Nov/2017:15:07:57,POST /process.php HTTP/1.1,302,POST 
125,10.128.2.1,[29/Nov/2017:15:07:57,GET /home.php HTTP/1.1,200,GET 
126,10.128.2.1,[29/Nov/2017:15:07:58,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,GET 
127,10.130.2.1,[29/Nov/2017:15:07:58,GET /js/vendor/moment.min.js HTTP/1.1,200,GET 
128,10.128.2.1,[29/Nov/2017:15:08:04,GET /contest.php HTTP/1.1,200,GET 
129,10.128.2.1,[29/Nov/2017:15:08:07,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
130,10.130.2.1,[29/Nov/2017:15:08:07,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
131,10.130.2.1,[29/Nov/2017:15:08:10,GET /contest.php HTTP/1.1,200,GET 
132,10.130.2.1,[29/Nov/2017:15:08:27,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
133,10.131.2.1,[29/Nov/2017:15:08:28,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
134,10.131.2.1,[29/Nov/2017:15:08:46,GET /contest.php HTTP/1.1,200,GET 
135,10.131.2.1,[29/Nov/2017:15:08:48,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
136,10.129.2.1,[29/Nov/2017:15:08:49,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
137,10.129.2.1,[29/Nov/2017:15:08:52,GET /home.php HTTP/1.1,200,GET 
138,10.128.2.1,[29/Nov/2017:15:11:18,GET /home.php HTTP/1.1,200,GET 
139,10.128.2.1,[29/Nov/2017:15:11:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
140,10.128.2.1,[29/Nov/2017:15:11:21,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
141,10.128.2.1,[29/Nov/2017:15:11:24,GET /home.php HTTP/1.1,200,GET 
142,10.128.2.1,[29/Nov/2017:15:11:32,GET /home.php HTTP/1.1,200,GET 
143,10.128.2.1,[29/Nov/2017:15:11:36,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
144,10.128.2.1,[29/Nov/2017:15:11:36,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
145,10.128.2.1,[29/Nov/2017:15:11:41,GET /home.php HTTP/1.1,200,GET 
146,10.129.2.1,[29/Nov/2017:15:12:40,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
147,10.129.2.1,[29/Nov/2017:15:12:40,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
148,10.129.2.1,[29/Nov/2017:15:12:44,GET /home.php HTTP/1.1,200,GET 
149,10.129.2.1,[29/Nov/2017:15:12:48,GET /compiler.php HTTP/1.1,200,GET 
150,10.129.2.1,[29/Nov/2017:15:12:58,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200,GET 
151,10.129.2.1,[29/Nov/2017:15:13:01,GET /home.php HTTP/1.1,200,GET 
152,10.129.2.1,[29/Nov/2017:15:13:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
153,10.130.2.1,[29/Nov/2017:15:13:12,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
154,10.130.2.1,[29/Nov/2017:15:13:16,GET /home.php HTTP/1.1,200,GET 
155,10.131.2.1,[29/Nov/2017:15:40:24,GET /home.php HTTP/1.1,200,GET 
156,10.131.2.1,[29/Nov/2017:15:40:29,GET /archive.php HTTP/1.1,200,GET 
157,10.131.2.1,[29/Nov/2017:15:40:31,GET /allsubmission.php HTTP/1.1,200,GET 
158,10.131.2.1,[29/Nov/2017:15:40:33,GET /showcode.php?id=284&nm=xyz_xyz HTTP/1.1,200,GET 
159,10.131.2.1,[29/Nov/2017:15:40:42,GET /home.php HTTP/1.1,200,GET 
160,10.131.2.1,[29/Nov/2017:15:40:48,GET /archive.php HTTP/1.1,200,GET 
161,10.131.2.1,[29/Nov/2017:15:40:49,GET /allsubmission.php HTTP/1.1,200,GET 
162,10.131.2.1,[29/Nov/2017:15:40:53,GET /showcode.php?id=281&nm=shawon HTTP/1.1,200,GET 
163,10.131.2.1,[29/Nov/2017:15:40:56,GET /home.php HTTP/1.1,200,GET 
164,10.131.0.1,[29/Nov/2017:15:41:03,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
165,10.129.2.1,[29/Nov/2017:15:41:04,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
166,10.129.2.1,[29/Nov/2017:15:41:25,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
167,10.131.0.1,[29/Nov/2017:15:41:26,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
168,10.131.0.1,[29/Nov/2017:15:41:34,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
169,10.129.2.1,[29/Nov/2017:15:41:35,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
170,10.129.2.1,[29/Nov/2017:15:41:52,GET / HTTP/1.1,200,GET 
171,10.129.2.1,[29/Nov/2017:15:41:55,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
172,10.131.2.1,[29/Nov/2017:15:41:55,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
173,10.131.2.1,[29/Nov/2017:15:42:00,GET /home.php HTTP/1.1,200,GET 
174,10.131.2.1,[29/Nov/2017:15:42:03,GET /compiler.php HTTP/1.1,200,GET 
175,10.131.2.1,[29/Nov/2017:15:42:11,GET /home.php HTTP/1.1,200,GET 
176,10.131.2.1,[29/Nov/2017:15:42:19,GET /index.php HTTP/1.1,200,GET 
177,10.130.2.1,[29/Nov/2017:15:43:33,GET /contest.php HTTP/1.1,200,GET 
178,10.130.2.1,[29/Nov/2017:15:43:36,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
179,10.129.2.1,[29/Nov/2017:15:43:37,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
180,10.129.2.1,[29/Nov/2017:15:43:40,GET /home.php HTTP/1.1,200,GET 
181,10.129.2.1,[29/Nov/2017:15:43:42,GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200,GET 
182,10.129.2.1,[29/Nov/2017:15:43:55,GET /home.php HTTP/1.1,200,GET 
183,10.128.2.1,[29/Nov/2017:15:56:11,GET /home.php HTTP/1.1,200,GET 
184,10.128.2.1,[29/Nov/2017:15:56:15,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
185,10.131.0.1,[29/Nov/2017:15:56:16,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
186,10.131.0.1,[29/Nov/2017:15:56:21,GET /home.php HTTP/1.1,200,GET 
187,10.131.0.1,[29/Nov/2017:15:56:38,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
188,10.129.2.1,[29/Nov/2017:15:56:39,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
189,10.129.2.1,[29/Nov/2017:15:56:44,GET /home.php HTTP/1.1,200,GET 
190,10.131.2.1,[29/Nov/2017:16:08:00,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
191,10.129.2.1,[29/Nov/2017:16:08:00,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
192,10.129.2.1,[29/Nov/2017:16:08:06,GET /home.php HTTP/1.1,200,GET 
193,10.131.2.1,[29/Nov/2017:16:14:46,GET /home.php HTTP/1.1,200,GET 
194,10.131.2.1,[29/Nov/2017:16:14:53,GET /contest.php HTTP/1.1,200,GET 
195,10.131.2.1,[29/Nov/2017:16:15:02,GET /contestproblem.php?name=Toph%20Contest%202 HTTP/1.1,200,GET 
196,10.131.2.1,[29/Nov/2017:16:15:06,GET /home.php HTTP/1.1,200,GET 
197,10.131.2.1,[29/Nov/2017:16:15:10,GET /contest.php HTTP/1.1,200,GET 
198,10.131.2.1,[29/Nov/2017:16:15:33,GET /contestproblem.php?name=ncpc%202016 HTTP/1.1,200,GET 
199,10.131.2.1,[29/Nov/2017:16:15:36,GET /details.php?id=3 HTTP/1.1,200,GET 
200,10.131.2.1,[29/Nov/2017:16:15:40,GET /contestproblem.php?name=ncpc%202016 HTTP/1.1,200,GET 
201,10.131.2.1,[29/Nov/2017:16:15:42,GET /contestsubmission.php?id=4 HTTP/1.1,200,GET 
202,10.131.2.1,[29/Nov/2017:16:15:45,GET /home.php HTTP/1.1,200,GET 
203,10.131.2.1,[29/Nov/2017:16:15:50,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
204,10.131.2.1,[29/Nov/2017:16:15:51,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
205,10.131.2.1,[29/Nov/2017:16:15:56,GET /home.php HTTP/1.1,200,GET 
206,10.131.0.1,[29/Nov/2017:16:18:05,GET /home.php HTTP/1.1,200,GET 
207,10.131.0.1,[29/Nov/2017:16:18:12,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302,GET 
208,10.131.2.1,[29/Nov/2017:16:18:13,GET /countdown.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
209,10.131.2.1,[29/Nov/2017:16:18:16,GET /home.php HTTP/1.1,200,GET 
210,10.131.2.1,[29/Nov/2017:16:21:26,GET / HTTP/1.1,200,GET 
211,10.131.0.1,[29/Nov/2017:16:21:36,GET / HTTP/1.1,302,GET 
212,10.131.0.1,[29/Nov/2017:16:21:37,GET /login.php HTTP/1.1,200,GET 
213,10.131.0.1,[29/Nov/2017:16:21:37,GET /css/bootstrap.min.css HTTP/1.1,200,GET 
214,10.131.2.1,[29/Nov/2017:16:21:37,GET /css/normalize.css HTTP/1.1,200,GET 
215,10.130.2.1,[29/Nov/2017:16:21:37,GET /css/font-awesome.min.css HTTP/1.1,200,GET 
216,10.131.2.1,[29/Nov/2017:16:21:38,GET /css/main.css HTTP/1.1,200,GET 
217,10.131.0.1,[29/Nov/2017:16:21:38,GET /css/style.css HTTP/1.1,200,GET 
218,10.130.2.1,[29/Nov/2017:16:21:38,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,GET 
219,10.131.2.1,[29/Nov/2017:16:21:38,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,GET 
220,10.130.2.1,[29/Nov/2017:16:21:38,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,GET 
221,10.131.2.1,[29/Nov/2017:16:21:41,GET / HTTP/1.1,302,GET 
222,10.131.0.1,[29/Nov/2017:16:21:42,GET /login.php HTTP/1.1,200,GET 
223,10.131.2.1,[29/Nov/2017:16:21:42,GET / HTTP/1.1,302,GET 
224,10.131.2.1,[29/Nov/2017:16:21:42,GET /css/bootstrap.min.css HTTP/1.1,200,GET 
225,10.129.2.1,[29/Nov/2017:16:21:42,GET /css/font-awesome.min.css HTTP/1.1,200,GET 
226,10.131.0.1,[29/Nov/2017:16:21:43,GET /css/normalize.css HTTP/1.1,200,GET 
227,10.128.2.1,[29/Nov/2017:16:21:43,GET /login.php HTTP/1.1,200,GET 
228,10.129.2.1,[29/Nov/2017:16:21:43,GET /css/main.css HTTP/1.1,200,GET 
229,10.131.2.1,[29/Nov/2017:16:21:43,GET /css/style.css HTTP/1.1,200,GET 
230,10.131.2.1,[29/Nov/2017:16:21:44,GET /css/bootstrap.min.css HTTP/1.1,200,GET 
231,10.129.2.1,[29/Nov/2017:16:21:44,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,GET 
232,10.128.2.1,[29/Nov/2017:16:21:44,GET /css/font-awesome.min.css HTTP/1.1,200,GET 
233,10.131.2.1,[29/Nov/2017:16:21:44,GET /css/normalize.css HTTP/1.1,200,GET 
234,10.131.0.1,[29/Nov/2017:16:21:44,GET /css/main.css HTTP/1.1,200,GET 
235,10.131.2.1,[29/Nov/2017:16:21:44,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,GET 
236,10.129.2.1,[29/Nov/2017:16:21:44,GET /css/style.css HTTP/1.1,200,GET 
237,10.131.2.1,[29/Nov/2017:16:21:44,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,GET 
238,10.131.0.1,[29/Nov/2017:16:21:44,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,GET 
239,10.129.2.1,[29/Nov/2017:16:21:45,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,GET 
240,10.131.2.1,[29/Nov/2017:16:21:45,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,GET 
241,10.131.0.1,[29/Nov/2017:16:21:45,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,GET 
242,10.131.0.1,[29/Nov/2017:16:21:47,GET / HTTP/1.1,302,GET 
243,10.131.2.1,[29/Nov/2017:16:21:48,GET /login.php HTTP/1.1,200,GET 
244,10.131.0.1,[29/Nov/2017:16:21:49,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,GET 
