,IP,Time,URL,Staus,request_type
1660,10.131.0.1,[30/Nov/2017:15:06:59,GET /archive.php HTTP/1.1,200,GET 
1661,10.128.2.1,[30/Nov/2017:15:07:08,GET /details.php?id=45 HTTP/1.1,200,GET 
1662,10.130.2.1,[30/Nov/2017:15:07:09,GET / HTTP/1.1,302,GET 
1663,10.130.2.1,[30/Nov/2017:15:07:09,GET /login.php HTTP/1.1,200,GET 
1664,10.130.2.1,[30/Nov/2017:15:07:10,GET /css/bootstrap.min.css HTTP/1.1,200,GET 
1665,10.128.2.1,[30/Nov/2017:15:07:10,GET /css/font-awesome.min.css HTTP/1.1,200,GET 
1666,10.131.2.1,[30/Nov/2017:15:07:10,GET /css/normalize.css HTTP/1.1,200,GET 
1667,10.128.2.1,[30/Nov/2017:15:07:10,GET /css/main.css HTTP/1.1,200,GET 
1668,10.129.2.1,[30/Nov/2017:15:07:11,GET /css/style.css HTTP/1.1,200,GET 
1669,10.130.2.1,[30/Nov/2017:15:07:11,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,GET 
1670,10.131.2.1,[30/Nov/2017:15:07:11,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,GET 
1671,10.128.2.1,[30/Nov/2017:15:07:11,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,GET 
1672,10.130.2.1,[30/Nov/2017:15:07:14,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,GET 
1673,10.131.0.1,[30/Nov/2017:15:07:17,GET /description.php?id=60 HTTP/1.1,200,GET 
1674,10.131.0.1,[30/Nov/2017:15:07:18,GET /details.php?id=42 HTTP/1.1,200,GET 
1675,10.131.0.1,[30/Nov/2017:15:07:22,GET /archive.php HTTP/1.1,200,GET 
1676,10.131.2.1,[30/Nov/2017:15:07:37,POST /process.php HTTP/1.1,302,POST 
1677,10.131.2.1,[30/Nov/2017:15:07:38,GET /home.php HTTP/1.1,200,GET 
1678,10.131.2.1,[30/Nov/2017:15:07:38,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,GET 
1679,10.128.2.1,[30/Nov/2017:15:07:38,GET /js/vendor/moment.min.js HTTP/1.1,200,GET 
1680,10.129.2.1,[30/Nov/2017:15:07:43,GET /sign.php HTTP/1.1,200,GET 
1681,10.131.2.1,[30/Nov/2017:15:07:44,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1682,10.128.2.1,[30/Nov/2017:15:07:44,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1683,10.128.2.1,[30/Nov/2017:15:07:44,GET /profile.php?user=Tazbinur%20Rahaman HTTP/1.1,200,GET 
1684,10.131.2.1,[30/Nov/2017:15:07:45,GET /js/jquery.min.js HTTP/1.1,200,GET 
1685,10.128.2.1,[30/Nov/2017:15:07:45,GET /js/chart.min.js HTTP/1.1,200,GET 
1686,10.128.2.1,[30/Nov/2017:15:07:49,GET /details.php?id=42 HTTP/1.1,200,GET 
1687,10.128.2.1,[30/Nov/2017:15:07:50,GET /img/ruet.png HTTP/1.1,200,GET 
1688,10.128.2.1,[30/Nov/2017:15:07:50,GET /contest.php HTTP/1.1,200,GET 
1689,10.128.2.1,[30/Nov/2017:15:07:53,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1690,10.128.2.1,[30/Nov/2017:15:07:57,GET /edit.php?name=Tazbinur%20Rahaman HTTP/1.1,200,GET 
1691,10.130.2.1,[30/Nov/2017:15:07:58,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1692,10.128.2.1,[30/Nov/2017:15:08:02,GET /home.php HTTP/1.1,200,GET 
1693,10.129.2.1,[30/Nov/2017:15:08:13,POST /action.php HTTP/1.1,302,POST 
1694,10.129.2.1,[30/Nov/2017:15:08:15,GET /login.php HTTP/1.1,200,GET 
1695,10.128.2.1,[30/Nov/2017:15:08:21,POST /update.php HTTP/1.1,200,POST 
1696,10.128.2.1,[30/Nov/2017:15:08:28,GET /profile.php?user=Tazbinur%20Rahaman HTTP/1.1,200,GET 
1697,10.130.2.1,[30/Nov/2017:15:08:29,GET / HTTP/1.1,200,GET 
1698,10.130.2.1,[30/Nov/2017:15:08:29,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,GET 
1699,10.129.2.1,[30/Nov/2017:15:08:33,POST /process.php HTTP/1.1,302,POST 
1700,10.128.2.1,[30/Nov/2017:15:08:38,GET / HTTP/1.1,200,GET 
1701,10.130.2.1,[30/Nov/2017:15:08:40,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1702,10.131.0.1,[30/Nov/2017:15:08:40,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1703,10.130.2.1,[30/Nov/2017:15:08:41,GET /home.php HTTP/1.1,200,GET 
1704,10.131.2.1,[30/Nov/2017:15:08:43,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1705,10.129.2.1,[30/Nov/2017:15:08:44,GET /details.php?id=43 HTTP/1.1,200,GET 
1706,10.128.2.1,[30/Nov/2017:15:08:45,GET /profile.php?user=Tazbinur%20Rahaman HTTP/1.1,200,GET 
1707,10.130.2.1,[30/Nov/2017:15:08:45,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,GET 
1708,10.130.2.1,[30/Nov/2017:15:08:48,GET /details.php?id=41 HTTP/1.1,200,GET 
1709,10.131.2.1,[30/Nov/2017:15:08:48,GET /js/vendor/moment.min.js HTTP/1.1,200,GET 
1710,10.128.2.1,[30/Nov/2017:15:08:57,GET /compiler.php HTTP/1.1,200,GET 
1711,10.128.2.1,[30/Nov/2017:15:09:02,GET /contest.php HTTP/1.1,200,GET 
1712,10.131.2.1,[30/Nov/2017:15:09:16,GET /contest.php HTTP/1.1,200,GET 
1713,10.128.2.1,[30/Nov/2017:15:09:21,GET /contestproblem.php?name=ncpc_ruet HTTP/1.1,200,GET 
1714,10.130.2.1,[30/Nov/2017:15:09:32,GET /details.php?id=9 HTTP/1.1,200,GET 
1715,10.130.2.1,[30/Nov/2017:15:09:38,GET /contest.php HTTP/1.1,200,GET 
1716,10.130.2.1,[30/Nov/2017:15:09:43,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1717,10.130.2.1,[30/Nov/2017:15:09:47,GET / HTTP/1.1,200,GET 
1718,10.130.2.1,[30/Nov/2017:15:09:47,GET /details.php?id=45 HTTP/1.1,200,GET 
1719,10.130.2.1,[30/Nov/2017:15:09:49,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1720,10.130.2.1,[30/Nov/2017:15:09:55,GET /details.php?id=44 HTTP/1.1,200,GET 
1721,10.130.2.1,[30/Nov/2017:15:10:13,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1722,10.131.0.1,[30/Nov/2017:15:10:16,GET /standings.php?id=16 HTTP/1.1,200,GET 
1723,10.131.0.1,[30/Nov/2017:15:10:19,GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,200,GET 
1724,10.131.0.1,[30/Nov/2017:15:10:23,GET /standings.php?id=16 HTTP/1.1,200,GET 
1725,10.131.0.1,[30/Nov/2017:15:10:24,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1726,10.131.0.1,[30/Nov/2017:15:11:25,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1727,10.129.2.1,[30/Nov/2017:15:12:19,GET / HTTP/1.1,302,GET 
1728,10.131.2.1,[30/Nov/2017:15:12:19,GET /details.php?id=45 HTTP/1.1,200,GET 
1729,10.129.2.1,[30/Nov/2017:15:12:19,GET /login.php HTTP/1.1,200,GET 
1730,10.129.2.1,[30/Nov/2017:15:12:20,GET /css/bootstrap.min.css HTTP/1.1,200,GET 
1731,10.130.2.1,[30/Nov/2017:15:12:20,GET /css/font-awesome.min.css HTTP/1.1,200,GET 
1732,10.128.2.1,[30/Nov/2017:15:12:20,GET /css/normalize.css HTTP/1.1,200,GET 
1733,10.131.2.1,[30/Nov/2017:15:12:21,GET /css/main.css HTTP/1.1,200,GET 
1734,10.131.0.1,[30/Nov/2017:15:12:21,GET /css/style.css HTTP/1.1,200,GET 
1735,10.129.2.1,[30/Nov/2017:15:12:21,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,GET 
1736,10.130.2.1,[30/Nov/2017:15:12:21,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,GET 
1737,10.128.2.1,[30/Nov/2017:15:12:21,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,GET 
1738,10.129.2.1,[30/Nov/2017:15:12:22,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,GET 
1739,10.130.2.1,[30/Nov/2017:15:12:29,GET /details.php?id=41 HTTP/1.1,200,GET 
1740,10.131.2.1,[30/Nov/2017:15:12:32,GET /details.php?id=42 HTTP/1.1,200,GET 
1741,10.130.2.1,[30/Nov/2017:15:12:34,POST /process.php HTTP/1.1,302,POST 
1742,10.128.2.1,[30/Nov/2017:15:12:34,GET /details.php?id=43 HTTP/1.1,200,GET 
1743,10.129.2.1,[30/Nov/2017:15:12:34,GET /details.php?id=44 HTTP/1.1,200,GET 
1744,10.130.2.1,[30/Nov/2017:15:12:34,GET /home.php HTTP/1.1,200,GET 
1745,10.128.2.1,[30/Nov/2017:15:12:35,GET /js/vendor/moment.min.js HTTP/1.1,200,GET 
1746,10.130.2.1,[30/Nov/2017:15:12:35,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,GET 
1747,10.129.2.1,[30/Nov/2017:15:12:36,GET /details.php?id=46 HTTP/1.1,200,GET 
1748,10.128.2.1,[30/Nov/2017:15:12:36,GET /img/ruet.png HTTP/1.1,200,GET 
1749,10.130.2.1,[30/Nov/2017:15:12:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1750,10.130.2.1,[30/Nov/2017:15:12:41,GET /details.php?id=41 HTTP/1.1,200,GET 
1751,10.130.2.1,[30/Nov/2017:15:12:42,GET /img/ruet.png HTTP/1.1,200,GET 
1752,10.128.2.1,[30/Nov/2017:15:12:42,GET /details.php?id=42 HTTP/1.1,200,GET 
1753,10.131.0.1,[30/Nov/2017:15:12:43,GET /details.php?id=43 HTTP/1.1,200,GET 
1754,10.130.2.1,[30/Nov/2017:15:12:45,GET /details.php?id=44 HTTP/1.1,200,GET 
1755,10.130.2.1,[30/Nov/2017:15:12:48,GET /details.php?id=45 HTTP/1.1,200,GET 
1756,10.130.2.1,[30/Nov/2017:15:12:50,GET /details.php?id=46 HTTP/1.1,200,GET 
1757,10.129.2.1,[30/Nov/2017:15:12:51,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1758,10.131.2.1,[30/Nov/2017:15:12:52,GET / HTTP/1.1,200,GET 
1759,10.131.2.1,[30/Nov/2017:15:12:56,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1760,10.129.2.1,[30/Nov/2017:15:13:00,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1761,10.129.2.1,[30/Nov/2017:15:13:00,GET /img/ruet.png HTTP/1.1,200,GET 
1762,10.128.2.1,[30/Nov/2017:15:13:00,GET /img/ruet.png HTTP/1.1,200,GET 
1763,10.129.2.1,[30/Nov/2017:15:13:06,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1764,10.131.2.1,[30/Nov/2017:15:13:11,GET /details.php?id=45 HTTP/1.1,200,GET 
1765,10.129.2.1,[30/Nov/2017:15:13:14,GET /standings.php?id=16 HTTP/1.1,200,GET 
1766,10.129.2.1,[30/Nov/2017:15:13:20,GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,200,GET 
1767,10.128.2.1,[30/Nov/2017:15:13:24,GET /profile.php?user=bruce HTTP/1.1,200,GET 
1768,10.130.2.1,[30/Nov/2017:15:13:33,GET /contest.php HTTP/1.1,200,GET 
1769,10.130.2.1,[30/Nov/2017:15:13:34,GET /js/jquery.min.js HTTP/1.1,200,GET 
1770,10.131.2.1,[30/Nov/2017:15:13:34,GET /js/chart.min.js HTTP/1.1,200,GET 
1771,10.131.0.1,[30/Nov/2017:15:14:33,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1772,10.131.2.1,[30/Nov/2017:15:14:41,GET /contestsubmit.php?id=42 HTTP/1.1,200,GET 
1773,10.131.2.1,[30/Nov/2017:15:14:47,POST /pcompile.php HTTP/1.1,200,POST 
1774,10.131.0.1,[30/Nov/2017:15:14:48,GET /details.php?id=41 HTTP/1.1,200,GET 
1775,10.131.2.1,[30/Nov/2017:15:14:51,POST /contestsubmission.php HTTP/1.1,200,POST 
1776,10.131.2.1,[30/Nov/2017:15:15:00,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,GET 
1777,10.128.2.1,[30/Nov/2017:15:15:04,GET /contestsubmit.php?id=42 HTTP/1.1,200,GET 
1778,10.128.2.1,[30/Nov/2017:15:15:12,POST /pcompile.php HTTP/1.1,200,POST 
1779,10.130.2.1,[30/Nov/2017:15:15:18,POST /contestsubmission.php HTTP/1.1,200,POST 
1780,10.131.2.1,[30/Nov/2017:15:15:56,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,GET 
1781,10.131.2.1,[30/Nov/2017:15:16:21,GET /contestsubmit.php?id=42 HTTP/1.1,200,GET 
1782,10.128.2.1,[30/Nov/2017:15:16:26,GET /contestsubmit.php?id=41 HTTP/1.1,200,GET 
1783,10.130.2.1,[30/Nov/2017:15:16:30,POST /pcompile.php HTTP/1.1,200,POST 
1784,10.128.2.1,[30/Nov/2017:15:16:33,GET /details.php?id=41 HTTP/1.1,200,GET 
1785,10.130.2.1,[30/Nov/2017:15:16:34,POST /contestsubmission.php HTTP/1.1,200,POST 
1786,10.130.2.1,[30/Nov/2017:15:16:41,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,GET 
1787,10.131.2.1,[30/Nov/2017:15:19:22,GET / HTTP/1.1,200,GET 
1788,10.131.0.1,[30/Nov/2017:15:19:22,GET /contestsubmit.php?id=42 HTTP/1.1,200,GET 
1789,10.131.2.1,[30/Nov/2017:15:19:24,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,GET 
1790,10.130.2.1,[30/Nov/2017:15:19:33,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1791,10.131.0.1,[30/Nov/2017:15:19:32,POST /pcompile.php HTTP/1.1,200,POST 
1792,10.131.0.1,[30/Nov/2017:15:19:35,POST /contestsubmission.php HTTP/1.1,200,POST 
1793,10.130.2.1,[30/Nov/2017:15:19:36,GET /details.php?id=42 HTTP/1.1,200,GET 
1794,10.130.2.1,[30/Nov/2017:15:19:38,GET /contest.php HTTP/1.1,200,GET 
1795,10.130.2.1,[30/Nov/2017:15:19:40,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1796,10.131.0.1,[30/Nov/2017:15:19:41,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,GET 
1797,10.130.2.1,[30/Nov/2017:15:19:45,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1798,10.130.2.1,[30/Nov/2017:15:19:57,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1799,10.130.2.1,[30/Nov/2017:15:20:06,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,GET 
1800,10.128.2.1,[30/Nov/2017:15:20:07,GET / HTTP/1.1,200,GET 
1801,10.128.2.1,[30/Nov/2017:15:20:10,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1802,10.130.2.1,[30/Nov/2017:15:20:11,GET /contest.php HTTP/1.1,200,GET 
1803,10.128.2.1,[30/Nov/2017:15:20:12,GET /standings.php?id=16 HTTP/1.1,200,GET 
1804,10.128.2.1,[30/Nov/2017:15:20:16,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1805,10.128.2.1,[30/Nov/2017:15:20:19,GET / HTTP/1.1,200,GET 
1806,10.128.2.1,[30/Nov/2017:15:20:21,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1807,10.130.2.1,[30/Nov/2017:15:20:21,GET /contestsubmit.php?id=42 HTTP/1.1,200,GET 
1808,10.130.2.1,[30/Nov/2017:15:20:26,GET /details.php?id=45 HTTP/1.1,200,GET 
1809,10.128.2.1,[30/Nov/2017:15:20:29,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1810,10.128.2.1,[30/Nov/2017:15:20:34,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,GET 
1811,10.128.2.1,[30/Nov/2017:15:20:42,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1812,10.131.0.1,[30/Nov/2017:15:20:49,GET /home.php HTTP/1.1,200,GET 
1813,10.131.0.1,[30/Nov/2017:15:20:51,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1814,10.131.0.1,[30/Nov/2017:15:20:56,GET / HTTP/1.1,200,GET 
1815,10.128.2.1,[30/Nov/2017:15:20:58,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1816,10.131.0.1,[30/Nov/2017:15:21:00,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1817,10.128.2.1,[30/Nov/2017:15:21:01,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1818,10.128.2.1,[30/Nov/2017:15:21:02,GET /favicon.ico HTTP/1.1,404,GET 
1819,10.131.0.1,[30/Nov/2017:15:21:10,GET /details.php?id=45 HTTP/1.1,200,GET 
1820,10.128.2.1,[30/Nov/2017:15:21:12,POST /pcompile.php HTTP/1.1,200,POST 
1821,10.131.0.1,[30/Nov/2017:15:21:17,POST /contestsubmission.php HTTP/1.1,200,POST 
1822,10.131.0.1,[30/Nov/2017:15:21:34,GET /home.php HTTP/1.1,200,GET 
1823,10.131.0.1,[30/Nov/2017:15:21:39,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1824,10.131.0.1,[30/Nov/2017:15:21:43,GET /standings.php?id=16 HTTP/1.1,200,GET 
1825,10.131.0.1,[30/Nov/2017:15:21:54,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1826,10.131.0.1,[30/Nov/2017:15:22:00,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1827,10.128.2.1,[30/Nov/2017:15:22:14,GET / HTTP/1.1,200,GET 
1828,10.128.2.1,[30/Nov/2017:15:22:20,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1829,10.128.2.1,[30/Nov/2017:15:22:26,GET /details.php?id=42 HTTP/1.1,200,GET 
1830,10.128.2.1,[30/Nov/2017:15:22:28,GET /img/ruet.png HTTP/1.1,200,GET 
1831,10.130.2.1,[30/Nov/2017:15:22:37,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1832,10.128.2.1,[30/Nov/2017:15:22:39,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1833,10.129.2.1,[30/Nov/2017:15:22:44,GET /contestsubmit.php?id=42 HTTP/1.1,200,GET 
1834,10.128.2.1,[30/Nov/2017:15:22:45,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1835,10.128.2.1,[30/Nov/2017:15:22:49,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1836,10.128.2.1,[30/Nov/2017:15:22:50,GET /standings.php?id=16 HTTP/1.1,200,GET 
1837,10.129.2.1,[30/Nov/2017:15:22:59,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1838,10.128.2.1,[30/Nov/2017:15:23:04,GET /details.php?id=42 HTTP/1.1,200,GET 
1839,10.129.2.1,[30/Nov/2017:15:23:04,GET /details.php?id=42 HTTP/1.1,200,GET 
1840,10.131.2.1,[30/Nov/2017:15:23:20,GET /contestsubmit.php?id=45 HTTP/1.1,200,GET 
1841,10.131.2.1,[30/Nov/2017:15:23:26,POST /pcompile.php HTTP/1.1,200,POST 
1842,10.131.2.1,[30/Nov/2017:15:23:37,POST /contestsubmission.php HTTP/1.1,200,POST 
1843,10.131.2.1,[30/Nov/2017:15:23:46,GET /details.php?name=Factorial%20Factorization&cod=16 HTTP/1.1,200,GET 
1844,10.131.2.1,[30/Nov/2017:15:24:01,GET /contest.php HTTP/1.1,200,GET 
1845,10.131.0.1,[30/Nov/2017:15:24:06,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1846,10.131.0.1,[30/Nov/2017:15:24:14,GET /standings.php?id=16 HTTP/1.1,200,GET 
1847,10.131.0.1,[30/Nov/2017:15:24:15,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1848,10.131.2.1,[30/Nov/2017:15:24:15,GET / HTTP/1.1,200,GET 
1849,10.129.2.1,[30/Nov/2017:15:24:23,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1850,10.130.2.1,[30/Nov/2017:15:24:35,GET /details.php?id=42 HTTP/1.1,200,GET 
1851,10.130.2.1,[30/Nov/2017:15:24:55,GET /details.php?id=41 HTTP/1.1,200,GET 
1852,10.129.2.1,[30/Nov/2017:15:25:26,POST /pcompile.php HTTP/1.1,200,POST 
1853,10.129.2.1,[30/Nov/2017:15:25:31,POST /contestsubmission.php HTTP/1.1,200,POST 
1854,10.129.2.1,[30/Nov/2017:15:25:41,POST /contestsubmission.php HTTP/1.1,200,POST 
1855,10.129.2.1,[30/Nov/2017:15:25:41,GET /css/bootstrap.min.css HTTP/1.1,304,GET 
1856,10.129.2.1,[30/Nov/2017:15:25:41,GET /css/normalize.css HTTP/1.1,304,GET 
1857,10.130.2.1,[30/Nov/2017:15:25:41,GET /css/font-awesome.min.css HTTP/1.1,304,GET 
1858,10.128.2.1,[30/Nov/2017:15:25:41,GET /css/main.css HTTP/1.1,304,GET 
1859,10.131.2.1,[30/Nov/2017:15:25:41,GET /css/style.css HTTP/1.1,304,GET 
1860,10.131.0.1,[30/Nov/2017:15:25:41,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304,GET 
1861,10.129.2.1,[30/Nov/2017:15:25:41,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304,GET 
1862,10.129.2.1,[30/Nov/2017:15:25:42,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,304,GET 
1863,10.131.0.1,[30/Nov/2017:15:25:42,GET /js/vendor/moment.min.js HTTP/1.1,304,GET 
1864,10.129.2.1,[30/Nov/2017:15:25:51,GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200,GET 
1865,10.128.2.1,[30/Nov/2017:15:26:41,GET / HTTP/1.1,200,GET 
1866,10.128.2.1,[30/Nov/2017:15:26:43,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1867,10.128.2.1,[30/Nov/2017:15:26:44,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1868,10.128.2.1,[30/Nov/2017:15:27:01,GET / HTTP/1.1,200,GET 
1869,10.128.2.1,[30/Nov/2017:15:27:03,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1870,10.128.2.1,[30/Nov/2017:15:27:04,GET /contestsubmission.php?id=16 HTTP/1.1,200,GET 
1871,10.128.2.1,[30/Nov/2017:15:27:07,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1872,10.130.2.1,[30/Nov/2017:15:27:09,GET /standings.php?id=16 HTTP/1.1,200,GET 
1873,10.130.2.1,[30/Nov/2017:15:27:17,GET /contest.php HTTP/1.1,200,GET 
1874,10.129.2.1,[30/Nov/2017:15:27:19,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1875,10.129.2.1,[30/Nov/2017:15:27:21,GET /details.php?id=44 HTTP/1.1,200,GET 
1876,10.129.2.1,[30/Nov/2017:15:27:24,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1877,10.129.2.1,[30/Nov/2017:15:27:27,GET /details.php?id=41 HTTP/1.1,200,GET 
1878,10.129.2.1,[30/Nov/2017:15:27:38,GET /contest.php HTTP/1.1,200,GET 
1879,10.129.2.1,[30/Nov/2017:15:27:40,GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200,GET 
1880,10.129.2.1,[30/Nov/2017:15:27:42,GET /standings.php?id=16 HTTP/1.1,200,GET 
1881,10.130.2.1,[30/Nov/2017:15:28:26,GET / HTTP/1.1,302,GET 
1882,10.130.2.1,[30/Nov/2017:15:28:26,GET /login.php HTTP/1.1,200,GET 
1883,10.130.2.1,[30/Nov/2017:15:28:27,GET /css/bootstrap.min.css HTTP/1.1,200,GET 
1884,10.128.2.1,[30/Nov/2017:15:28:27,GET /css/font-awesome.min.css HTTP/1.1,200,GET 
1885,10.131.0.1,[30/Nov/2017:15:28:27,GET /css/normalize.css HTTP/1.1,200,GET 
1886,10.131.2.1,[30/Nov/2017:15:28:27,GET /css/main.css HTTP/1.1,200,GET 
1887,10.129.2.1,[30/Nov/2017:15:28:27,GET /css/style.css HTTP/1.1,200,GET 
1888,10.128.2.1,[30/Nov/2017:15:28:27,GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200,GET 
1889,10.131.0.1,[30/Nov/2017:15:28:27,GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200,GET 
1890,10.129.2.1,[30/Nov/2017:15:28:27,GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200,GET 
1891,10.131.0.1,[30/Nov/2017:15:28:29,GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200,GET 
1892,10.131.0.1,[30/Nov/2017:15:28:36,GET /sign.php HTTP/1.1,200,GET 
1893,10.131.0.1,[30/Nov/2017:15:28:56,POST /action.php HTTP/1.1,302,POST 
1894,10.131.0.1,[30/Nov/2017:15:28:58,GET /login.php HTTP/1.1,200,GET 
1895,10.131.0.1,[30/Nov/2017:15:29:08,POST /process.php HTTP/1.1,302,POST 
1896,10.131.0.1,[30/Nov/2017:15:29:08,GET /home.php HTTP/1.1,200,GET 
1897,10.131.0.1,[30/Nov/2017:15:29:09,GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200,GET 
1898,10.131.2.1,[30/Nov/2017:15:29:09,GET /js/vendor/moment.min.js HTTP/1.1,200,GET 
